,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
161,N/A,Buck Owens,"Written by: Dusty Rhodes and Buck Owens

You've got me under your spell, again,
Sayin' those things, again
Makin' me believe that you're just mine.
You've got me dreamin' those dreams, again
Makin' those things, again,
I've gotta take you back just one more time

I swore the last time that you let me down
That I wouldn't see you if you came around,
But I can't tell my heart what's right or wrong
And I've been so lonely since you've been gone

You've got me under your spell, again,
Sayin' those things, again
Makin' me believe that you're just mine.
You've got me dreamin' those dreams, again
Makin' those things, again,
I've gotta take you back just one more time

--- Instrumental ---

Well, everybody tells me that I'm a fool
That, I never should have put my faith in you
And way down deep inside I guess I know it's true
But no one else can make me feel the way you do.

You've got me under your spell, again,
Sayin' those things, again
Makin' me believe that you're just mine.
You've got me dreamin' those dreams, again
Makin' those things, again,
I've gotta take you back just one more time...",Under Your Spell Again,The Best Of Buck Owens,1964,12,2:37,Track 'B2',Single,False
162,N/A,Buck Owens,"I'll play second fiddle to your new love while it lasts
Just like all the others I've played for in the past
Why can't I be a leader and play your leading part?
Why must I always have to play second fiddle in your heart?

Play fiddle play.
Will there never come a day
When I won't have to play the part
Of second fiddle to your heart?

Each time you find a new love, you leave me here to cry
The teardrops tell a story, of a love that just won't die.
Like an early mornin' paper, the news you get just parts
Why must I always have to play second fiddle to your heart?

Play fiddle play.
Will there never come a day
When I won't have to play the part
Of second fiddle to your heart?",Second Fiddle,The Best Of Buck Owens,1964,12,2:22,Track 'B4',Single,False
163,N/A,Buck Owens,"They say for everybody there is a fool
And that's the way it's always been between me and you
Anytime you're ready you treat me like a friend
'Cause you know that I'm just fool enough to take you back again.

Yes, I'm nobody's fool, nobody's fool 
Nobody's fool but yours
And although you do me wrong I'll still tag along 
'Cause I'm nobody's fool but yours.

--- Instrumental ---

You falsely accused me of doing you wrong
That's just an excuse you used to string me along
A toy you play with and when you are through
You throw me away and find somebody knew.

But, I'm nobody's fool, nobody's fool 
Nobody's fool but yours
And although you do me wrong I'll still tag along 
'Cause I'm nobody's fool but yours...",Nobody's Fool But Yours,The Best Of Buck Owens,1964,12,2:02,Track 'B5',Single,False
164,N/A,Buck Owens,,High As The Mountains,The Best Of Buck Owens,1964,12,2:26,Track 'B6',Single,False
165,N/A,Roy Drusky,"Found some letters you wrote me this morning they told of the love we once knew
Now they're gone I'd burned them to ashes don't want nothing to remind me of you
Burning bridges behind me it's too late to turn back now
Burning bridges behind me all I want is to forget you somehow

Sold the house we once planned together said goodbye to the friends we once knew
Then I moved to a faraway city trying hard to forget about you
Burning bridges behind me...",Burning Bridges,Anymore,1961,12,,Track 'A2',Album,False
166,N/A,Roy Drusky,"(All the time he had it on his mind)
I never thought he'd try to take you from me
A life my friend would never be that kind
He make believe that he could never want you when all the time he had it on his mind
He had it on his mind all the time but kept telling me diesire had made me blind
As a friend he couldn't see how I could love you
When all the time he had it on his mind

Who think of times I've trusted you together
Now tomorrow the wedding bells will chime
To you and our best friend I'll be a stranger cause all the time he had it on his mind
He had it on his mind...
Yes all the time he had it on his mind",He Had It On His Mind,Anymore,1961,12,,Track 'A3',Album,False
167,N/A,Roy Drusky,"I'm alone while you're somewhere with some friend of yours
I'd find you but you'd let me down I know
It hurts to love so much and not be loved at all
But I'd rather loan you out than let you go
I'd rather be with you now and then than to know I'd never feel your lips again
My dreams are gone but I still want you so and I'd rather loan you out than let you go

At least I'll always know that you'll love me once
Even though they stood in line to tell me no
If things with us can never be the way they were
Then I'd rather loan you out than let you go
I'd rather be with you...",I'd Rather Loan You Out,Anymore,1961,12,,Track 'A4',Album,False
168,N/A,Roy Drusky,"I keep hoping in another I'll find you again
That's why there'll be so many lips where your lips have been
Hurt some the thrill is almost like it used to be
But almost can't take the heartache heartache out of me
Almost can't the heartache out of me still I keep on searching hopelessly
I'll hold them close and almost feel you're here with me
But almost can't take the heartache heartache out of me

If only all my dreams of you could be denied
Then maybe with a new love I'd be satisfied
At times from you it seems that I'm almost free
But almost can't take the heartache heartache out of me
Almost can't the heartache...
No almost can't take the heartache heartache out of me",Almost Can't,Anymore,1961,12,,Track 'A5',Album,False
169,N/A,Roy Drusky,"Tonight I'm sad my heart is lonely I'm wondering if I'm wrong or right
To dream about you though you left me I wonder where you are tonight
The rain is cold and slowly falling upon my window pane tonight
And even though your love is colder still I wonder where you are tonight

Your heart was so denied we parted as though I've tried with all my might
To forget about you though you left me still I wonder where you are tonight
Well the rain is cold...
Yes I wonder where you are tonight oh I wonder where you are tonight",I Wonder Where You Are Tonight,Anymore,1961,12,,Track 'A6',Album,False
170,N/A,Roy Drusky,"Talk about good times hmm I've had some talk about mem'ries hmm we've made some
Think about him alone with you think about times I've been there too
Talk about heartaches hmm I've got some

I've got some of everything that makes a heart feel sad
I've got none of anything that makes a heart feel glad
Talk about heartaches hmm I've got some talk about teardrops hmm I've cried some
Think about you with someone new doing things we used to do
Talk about heartaches hmm I've got some

I've got some of everything that makes a heart feel sad
I've got none of anything that makes a heart feel glad
Talk about good times...",I've Got Some,Anymore,1961,12,,Track 'B1',Album,False
171,N/A,Roy Drusky,,Three Hearts In A Triangle,Anymore,1961,12,,Track 'B2',Album,False
172,N/A,Roy Drusky,"There'll always be another, then another
And another just like me

You didn't lo-ove me long until the thrill was gone
Then another made me your old used to be
How long can his love last when the new lose love so fast
There'll always be another, then another
And another just like me

Just like me he'll understa-and the sorrow
Of lovin' you today and losin' you tomorrow
I'd warn him, but he'd call it jealousy
So let him be another, then another
And another just like me

You'll go anywhere for a brand new love affair
Somebody new who thrills you instantly
But when the thrill has ceased to chill
And from your past, I know it will
There'll always be another, then another
And another just like me

Just like me he'll understa-and the sorrow
Of lovin' you today and losin' you tomorrow
I'd warn him, but he'd call it jealousy
So let him be another, then another
And another just like me",Another,Anymore,1961,12,,Track 'B3',Album,False
173,N/A,Roy Drusky,"How I'd love to be around you when the lonely night surrounds you
How I'd love to be alone with you
What I'd give to have the power to read your mind one hour
How I'd love to be alone with you
Just to be with you one night you and me alone
Kiss your lips and hold you tight and have you for my own
If I only knew for certain I'd cut out all my flirtin' how I'd love to be alone with you

How I'd love to be around you when the lonely night surrounds you
How I'd love to be alone with you
This could be a joy unending could be a real beginning
How I'd love to be alone with you
Well just to be with you one night you and me alone
Kiss your lips and hold you tight and have you for my own
Won't you try to be my baby just for once and then well maybe
I could always be alone with you
Won't you try to be my baby just for once and then well maybe
I could always be alone with you and I could always be alone with you",Alone With You,Anymore,1961,12,,Track 'B4',Album,False
174,N/A,Roy Drusky,"You're telling everybody that it's over that our love affair was just a waste of time
Who think I thought I walk in fields of clover
When your sweet love was never really mine
I'm passing through the gate where the sun will never shine
Too much I know too late how could I be so blind
I try to forget you but I don't have that much time
I know I can't get over you before I lose my mind

How could I even hope to keep a mem'ry when at anytime the past will disappear
When that time comes if I could just remember
One moment of desire when you were here
I'm passing through the gate...",Before I Lose My Mind,Anymore,1961,12,,Track 'B5',Album,False
175,N/A,Roy Drusky,"Swing out your gate of love open up your heart
I knew when I first met you that you'd be my sweetheart
Swing out your gate of love and please don't let me fall
I know you're gonna love me after all
Swing out your gate and leave it open for the center of my heart you'll be found
I'll mend the heart that has been broken I'm not the kind of guy to let you down
So swing out your gate of love open it for me
You're the one the one I want my darling can't you see
Make up your mind to love me and to be my turtle dove
I love you so swing out your gate of love

Swing out your gate and leave it open...
Make up your mind to love me...",Swing Wide Your Gate Of Love,Anymore,1961,12,,Track 'B6',Album,False
